1	2.64706
12	2.64706
33	2.64706
64	2.64706
105	2.64706
156	2.64706
217	2.64706
288	2.64706
369	2.64706
460	2.64706
561	2.64706
672	2.64706
793	2.64706
924	2.64706
1065	2.64706
1216	2.64706
1377	2.64706
1548	3.23529
1729	4.11765
1920	2.64706
2121	2.64706
2332	2.64706
2553	2.64706
2784	2.64706
3025	2.64706
3276	2.64706
3537	2.64706
3808	2.64706
4089	2.64706
4380	3.82353
4681	4.41176
4992	4.11765
5313	4.41176
5644	4.41176
5985	4.41176
6336	4.41176
6697	4.70588
7068	4.41176
7449	4.41176
7840	4.41176
8241	4.41176
8652	4.41176
9073	4.41176
9504	4.11765
9945	4.41176
10396	4.70588
10857	4.41176
11328	4.41176
11809	4.70588
12300	4.41176
12801	4.41176
13312	4.41176
13833	4.70588
14364	4.41176
14905	4.41176
15456	4.41176
16017	4.41176
16588	4.41176
17169	4.41176
17760	4.41176
18361	4.41176
18972	4.70588
19593	4.41176
20224	4.41176
20865	4.41176
21516	4.41176
22177	4.41176
22848	4.41176
23529	4.41176
24220	5.29412
24921	5.29412
25632	5.58824
26353	5.29412
27084	5.29412
27825	5.29412
28576	5.29412
29337	5.29412
30108	5.58824
30889	5.88235
31680	6.17647
32481	6.17647
33292	6.47059
34113	6.47059
34944	6.17647
35785	7.05882
36636	6.47059
37497	6.76471
38368	7.05882
39249	7.05882
40140	7.05882
41041	7.05882
41952	6.76471
42873	7.05882
43804	7.05882
44745	7.05882
45696	6.76471
46657	7.05882
47628	7.35294
48609	6.76471
49600	6.76471
50601	6.76471
51612	6.76471
52633	7.64706
53664	6.76471
54705	7.05882
55756	7.05882
56817	6.76471
57888	7.05882
58969	6.76471
60060	6.76471
61161	7.05882
62272	6.76471
63393	7.35294
64524	7.05882
65665	7.05882
66816	6.76471
67977	7.05882
69148	7.05882
70329	7.05882
71520	7.05882
72721	7.05882
73932	7.05882
75153	7.05882
76384	7.05882
77625	7.05882
78876	7.05882
80137	7.35294
81408	6.76471
82689	7.05882
83980	7.35294
85281	7.35294
86592	6.76471
87913	7.05882
89244	7.35294
90585	7.94118
91936	7.05882
93297	7.35294
94668	7.05882
96049	7.05882
97440	6.76471
98841	7.05882
100252	7.05882
101673	7.05882
103104	6.76471
104545	7.64706
105996	7.05882
107457	7.05882
108928	6.76471
110409	7.05882
111900	7.05882
113401	7.05882
114912	7.05882
116433	7.05882
117964	7.35294
119505	7.05882
121056	7.05882
122617	7.05882
124188	7.05882
125769	7.05882
127360	6.76471
128961	7.35294
130572	7.35294
132193	7.35294
133824	6.76471
135465	7.05882
137116	7.05882
138777	7.05882
140448	6.76471
142129	7.05882
143820	7.05882
145521	7.35294
147232	6.76471
148953	7.05882
150684	7.05882
152425	7.05882
154176	7.05882
155937	7.35294
157708	7.35294
159489	7.35294
161280	6.76471
163081	7.05882
164892	7.05882
166713	7.35294
168544	7.05882
170385	7.35294
172236	7.05882
174097	7.05882
175968	7.64706
177849	7.05882
179740	7.35294
181641	9.41177
183552	7.05882
185473	7.35294
187404	7.05882
189345	7.05882
191296	6.76471
193257	7.35294
195228	7.35294
197209	7.94118
199200	6.76471
201201	7.05882
203212	7.05882
205233	7.35294
207264	7.05882
209305	7.35294
211356	7.35294
213417	7.05882
215488	6.76471
217569	7.05882
219660	7.05882
221761	7.64706
223872	7.05882
225993	7.35294
228124	7.05882
230265	7.05882
232416	7.05882
234577	7.35294
236748	7.64706
238929	7.35294
241120	7.05882
243321	7.05882
245532	7.05882
247753	7.35294
249984	7.05882
252225	8.23529
254476	7.35294
256737	7.35294
259008	6.76471
261289	7.05882
263580	7.35294
265881	7.64706
268192	7.35294
270513	7.05882
272844	7.94118
275185	7.35294
277536	7.35294
279897	7.64706
282268	7.35294
284649	7.35294
287040	6.76471
289441	7.35294
291852	7.94118
294273	9.41177
296704	7.35294
299145	7.35294
301596	7.05882
304057	7.35294
306528	7.64706
309009	7.64706
311500	7.64706
314001	7.35294
316512	7.05882
319033	7.35294
321564	7.64706
324105	8.52941
326656	7.05882
329217	7.35294
331788	7.64706
334369	8.82353
336960	7.94118
339561	9.11765
342172	7.35294
344793	7.35294
347424	7.64706
350065	8.23529
352716	8.52941
355377	8.23529
358048	7.05882
360729	7.35294
363420	8.52941
366121	9.41177
368832	7.05882
371553	7.94118
374284	7.64706
377025	10
379776	8.23529
382537	7.94118
385308	7.35294
388089	7.35294
390880	8.23529
393681	9.11765
396492	8.23529
399313	7.35294
402144	7.35294
404985	8.82353
407836	8.52941
410697	8.82353
413568	7.05882
416449	7.64706
419340	9.70588
422241	11.1765
425152	7.35294
428073	7.64706
431004	7.35294
433945	9.11765
436896	9.11765
439857	7.64706
442828	7.35294
445809	7.35294
448800	8.82353
451801	9.70588
454812	7.64706
457833	7.64706
460864	8.52941
463905	12.9412
466956	8.52941
470017	9.11765
473088	7.35294
476169	13.8235
479260	9.70588
482361	7.64706
485472	7.35294
488593	10.5882
491724	12.0588
494865	7.64706
498016	7.64706
501177	10.2941
504348	11.1765
507529	8.52941
510720	7.94118
513921	11.1765
517132	14.4118
520353	8.82353
523584	7.94118
526825	12.6471
530076	13.2353
533337	8.23529
536608	8.23529
539889	12.3529
543180	17.6471
546481	8.52941
549792	8.82353
553113	15.2941
556444	11.4706
559785	9.41177
563136	14.7059
566497	16.7647
569868	9.41177
573249	13.8235
576640	15.5882
580041	10
583452	9.41177
586873	16.4706
590304	11.4706
593745	10
597196	17.9412
600657	14.7059
604128	10
607609	14.7059
611100	18.5294
614601	10.5882
618112	13.5294
621633	22.6471
625164	10.8824
628705	18.8235
632256	17.6471
635817	12.0588
639388	20.8824
642969	13.5294
646560	10.5882
650161	22.3529
653772	12.6471
657393	11.4706
661024	22.0588
664665	11.7647
668316	12.3529
671977	26.7647
675648	11.4706
679329	21.7647
683020	16.7647
686721	12.6471
690432	26.1765
694153	12.9412
697884	15.2941
701625	22.3529
705376	12.3529
709137	23.5294
712908	13.8235
716689	13.2353
720480	25
724281	13.2353
728092	25
731913	14.4118
735744	13.2353
739585	26.4706
743436	14.4118
747297	29.4118
751168	13.8235
755049	28.8235
758940	14.7059
762841	18.2353
766752	22.3529
770673	15.2941
774604	29.1176
778545	15.2941
782496	28.2353
786457	15.5882
790428	24.4118
794409	17.6471
798400	18.2353
802401	23.2353
806412	15.8824
810433	28.2353
814464	17.9412
818505	30
822556	16.4706
826617	30.2941
830688	15.5882
834769	29.4118
838860	17.0588
842961	32.0588
847072	16.1765
